tweet_id,emotion,author,content
1957424693,surprise,ElaineGiles,"WTF? Advertising gone mad, they want access to my  camera and microphone? What for? Amazon should really know better  http://bit.ly/5FoKQ"
1957424709,surprise,twebbstack,i hate it when a website says the ticket prices are on another website and their not
1957424853,surprise,alicee_,alice doesn't know what to wear to the cinema  &lt;3
1957426109,surprise,halina1979,I don't think I am going to get to see any of the sun today  gutted I NEED COLOUR!
1957426182,sadness,EAZY_ERON,@dameenrouge I have been to Tara Thai a few times for friend's birthdays and the food I had was pretty bad.
1957426747,surprise,ilovemytroops,wow i must have been tired. i fell asleep @ exactly the start of the 10pm news &amp; now up as if its 8am.
1957427070,sadness,braedon,hates continually getting sick whenever he has exams
1957428311,sadness,followbike,"I want to ride my bicycle today, but it's too cold and cloudy today  http://snipurl.com/izzsn"
1957430094,sadness,adelina_s,stupid weather
1957430751,surprise,Baaheeyaah,OMG My sister got my brother a &quot;Jonas Brother&quot; look-a-like trenchcoat and I'm like JONAS STYLE and they told me to shutup no1 likes them
1957430941,sadness,DJYungFlyFlashy,Why cant a girl just like me for who i am and not whats in my walet?
1957434111,sadness,NGowers,"Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver."
1957434742,sadness,raveninorbit,"@overshootTV Thx! Old computer here, too slow for both Kubuntu and Blender really."
1957435158,sadness,Travvee,Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!
1957435496,sadness,sidneykidney,@Velf79 Missed you last night hon
1957436693,happiness,melansonnnn,wishes she would call him ...   *hc*
1957439635,sadness,brettntucker,@ab_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin'?
1957439681,surprise,Sprungchic,I'm going to bed ....it's weird the 1st time in a long time.. He didn't call and say goodnight  ... Ima lil curious
1957440078,sadness,She_shines92,"And apparently I misplaced my iPod, the 30 gb"
1957440258,sadness,danzr23,very disappointed in him    gonna have to sleep it off....
1957442526,sadness,johnnydonovan,4am foodshopping cause I was sick all day and was in hospitals  being alone blows
1957443166,surprise,jamvmusic,http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv
1957444251,sadness,annzoo,@heavenlykevinly You go to sleeeeeeepz
1957444593,sadness,PrincessEleasha,is seriously heartbroken!!!
1957445252,sadness,nwoidaho,@NellaGrl ...being lonely all the time.
1957445998,surprise,burlybugger,So it's Friday... I have to keep reminding myself since every day seems the same
1957446936,sadness,surkova,"@drinkins I'm suffering from the Internet that works bad, only sites hosted on russian servers are available for me"
1957447080,surprise,Sweet_salt,i want to go to singapore but my mother seems not
1957447369,happiness,DimitriMOMB,"My life what a beautiful morning, i can think if no better way to ruin it than by being at work"
1957448941,anger,Crystal_Lyn,"@bcollinstattoo yes, boo for soar throats and earaches!"
1957449197,sadness,Keiralou,ouch  epic bruise between my toes and a lump just under my ankle  bad times
1957450274,sadness,akulbanskiy,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong
1957451307,surprise,mimidang,Owww I'm aching alll over!!
1957451999,surprise,richsarge,yay it's friday... hold on I have to work tomorrow
1957452386,sadness,docbaty,Heading home. Could really have done without banging my head on the way into the bus
1957452660,sadness,joshuamange,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck
1957452732,sadness,nicolepenney,Doing uni work all weekend. Fun times
1957452923,sadness,YellowLlama,@_enzo blech... thats a fail when you're receiving dollars. I quoted a job in USD last month. i'm getting paid now = major losses
1957453581,sadness,CLIENTAV,"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~"
1957453609,sadness,Lrod23,First time I'm going home early  sucks to b single no one to call
1957453857,happiness,kaitXOhop,wish my nicky were home too
1957454181,surprise,alliepawell,umm...why will it not let me change my background?! im twitter-challenged.
1957455328,happiness,Broooooke_,hmm..Osaka. Last show today.Very sad  . i can decode ur msg ;) haha cant wait till u get 2 Sydney ;D i missed out on tickets tho :o xx
1957455502,sadness,Ambo_Nads,@veronicasmusic When are you guys coming back to do a tour in Oz? I missed you when you were here earlier this year   Made me sad
1957457689,sadness,tequilasunrise,"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help."
1957458292,sadness,Broooooke_,its taking foreverrr for @jess_0000 to get here  im bored..
1957459378,sadness,osmg33k,is very cold
1957460293,sadness,shuchii,what a waste of lives ... http://tr.im/mLou
1957460364,sadness,LittleLee,"@mjh81 I know man, my day off and am pulling myself out of bed"
1957460526,sadness,zymandthebean,@yenbearr yis  i ryke it.
1957460736,sadness,Icykyusya,I'm havin the stupid stomach pain again &amp; again... Today is my outing with SPH frenz &amp; my stomach nvr fails to dissappoint me. Haiz
1957461171,surprise,JohnnySaiz,@roninreckless dude you didn't even say bye
1957461215,sadness,aniaanka,if not impossible
1957462278,surprise,Fayanora,@paper_hand Oops! I completely forgot!
1957462405,sadness,shinsh0ku,boo for all the season finales..
1957462737,sadness,minauderie,"@OpheliaPunk nothing  it's sad, actually"
1957463319,happiness,khupapipz,huhuhu still working to get new clients in motion graphics
1957464145,surprise,Applecored,@thatlass he was a very tallented man so its fitting wish I was closer to see it myself
1957464216,sadness,chrismbr,@Vzzzbx I'm glad/sad that it's not just me/my iPhone  #badoptus
1957465395,sadness,PrincessXLauryn,likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.
1957467419,sadness,deltatwo,"@TheLastDoctor He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died."
1957467913,happiness,rodbear,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels"
1957469109,sadness,tayalouise,going down the post office to try and sort this whole ebay hacker thing
1957469739,surprise,stephenrawson,"Devastated,set alarm for 9.30,forgot to turn 7.30 alarm off got up at 7.30 and showered thinking it was 9.30,I am a full fool"
1957469948,happiness,AcePower,@Lara82 Yeah  He was such a good..erm...entertainment )
1957470293,sadness,fooflington,Bacon Fail at Gulb... lack of chef
1957471766,sadness,RosieReaper,@chantalclaret D; You get hate tweets  that's sasd.
1957471968,sadness,emmalaiho,is suprisingly okay. or possibly still drunk. goodbyes suck though
1957472320,sadness,_radcliffe,i wanna go out
1957472414,sadness,NicoleSantero,"it's overwhelming how i'm finally catching up with my cousin/bff since i was three who i haven't seen in years. ah, memories. miss her"
1957473438,sadness,tywhite,SF felt WAY too intense for me tonight. Hope that doesn't keep up. Upset with myself for not hanging with @fascinated and pearl
1957474013,sadness,Scarlettjen,"@divabat so sorry to hear that.  I lost two hard drives this year, I know the feeling"
1957474049,sadness,blucrystal,So many farewell parties! sad to see people leaving ..
1957474784,sadness,Nuggy1,I'm sleepy but is feeling under the weather! ugh! These damn tonsils. I need some company or somebody to talk too!
1957475541,happiness,stephyday,@mileycyrus I would totally take you to prom...if i hadnt already gone  sorry lol
1957476026,sadness,JacobLovesGucci,im the only ho that didnt go to tigerheat tonite
1957476456,happiness,Reidsui,@RASHIDIAN Come hang out wif meeee
1957476811,happiness,kidcrayola,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early
1957476852,sadness,kk,not to be too macabre but its hard to believe we dropped a real nuclear weapon on real japanese humans.  http://ow.ly/9NRu #warisfucked
1957477011,sadness,minauderie,@OpheliaPunk i wish i wasn't all  bummed but i kinda am
1957477066,sadness,RussellBfan90,@notmywords yup-unfortunately  Took today off work and just slept all day.
1957477598,sadness,morwanggg,is feeling so bored... i miss school time
1957477724,anger,anthraxmoh,My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?
1957479921,surprise,ilsmiles9,falling asleep and waking to gun shots arent fun
1957480395,sadness,00mouse2000,@etschuetz that sux  but mayb 4 the btr u nvr know
1957481172,sadness,becaghist,Cant sleeeeep &amp; i miss my long hairrr
1957481924,sadness,SonjaReneStuart,mom is ok so far. just missing jaron
1957482979,sadness,SaMannequiN,has had AWFUL hiccups today and now can't fall asleep because of them
1957482992,happiness,babyowls,@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke
1957483412,sadness,archeens,"Use twitter, quit life"
1957483970,sadness,jazminepearl,Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht
1957484500,sadness,jennuh21,"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago"
1957485240,sadness,xya,My truss failing  http://yfrog.com/154upj
1957485942,sadness,GhostOtaku,Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.
1957487615,sadness,CandleNtheDark,@helloinsightful CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.
1957488446,sadness,KingDavid1973,Now the mosquito truck is waking me up
1957489460,sadness,eddietang68,Another boring meeting to attend
1957489791,happiness,dreamsthedream,@carocat Nooo  But hey you're back next week! Are you moving back for good?
1957490526,happiness,bet33,"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)"
1957491235,sadness,ancientbruises,damn i missed @xsparkage's blogtv  i hope it was funsies?
1957492058,sadness,LucyJuiceNewton,"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery &amp; earpiece"
1957492389,surprise,Miriam_met2xi,Back at work.....too much email in my inbox....
1957492675,sadness,thatlass,friday night is my fav night of the week but now I have to go to stupid dog training classes
1957492899,sadness,EdwardVampire,"@xBellaMariex Hello Bella, why r you going to delete your account..?"
1957493957,sadness,lollbirdsey,@nicolepenney That sucks! I'm going to be doing summer school.  Need to catch up on several units
1957495122,sadness,DandelionQueen,"Damn, 4got to turn off my alarm so I woke up at 5:45am"
1957495794,sadness,aurocka,I miss Cary and want to drink some chocolate milk with him.
1957496945,happiness,chatterchatbox,@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though
1957497094,sadness,Leemcathy,im ill hate it. seeing the doc at 5 too 10.
1957497862,surprise,mimiedejesus,oh men..not in the mood  I'll go home tomorrow..wanna be w/ my family..its my birthday
1957498023,sadness,Sean2theO,@JasonVonBerg thats the crazy part - was for 16:30. but reasons include &quot;full schedule&quot; &amp; &quot;travelling with his daughter&quot;... So. Not. Cool
1957498577,happiness,Disc0Fidget,I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!
1957499078,surprise,igetthatalot,@TylerHarrell do you really smoke???
1957500585,sadness,crvenk,Approaching the weekend quite quickly and so much more work left to do.
1957500831,sadness,gsamzbrownsuga,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(
1957501281,sadness,shehulk123,Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards
1957501764,sadness,thatlass,"and I'm so naughty I cant even take my dog, I have to sit &amp; watch how proper dog owners do it, will Brunos life ever be the same?"
1957501955,surprise,cleslie92,"Ok, ahhh! Last chance to go into school before chemistry exam!!"
1957501970,sadness,A_M_Y_B,"Also, anyone else hayfevery today??? I've only been awake for 40mins and sufferin already"
1957502074,sadness,jasmineadarling,I'm glad that all got cleared up.  I lah you!  Idk why Linda hates me though..
1957502273,sadness,ems_london,@alexandramusic morning Alex hope you will be tweeting lots today as we do miss you when you aren't on here  xx
1957503142,surprise,OhDaffy,Sooo tired i cant believe its already dark outside i didnt even get to see the day
1957503297,sadness,a2kx,@TheeRealFDHC Sorry to hear that man  He is were the bullshit cant reach him now. My heart goes out to you and your family.
1957504506,happiness,Rogerlam,@NMaize Lucky Rob... always gettin' the T8's from Emalon
1957505194,surprise,brookedanielle_,@dougiemcfly Aint the UK fans your fav people!?
1957506500,sadness,Georgiieee,im cold  i still cant find my hoodie
1957508224,sadness,vanessabricker,"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy."
1957508406,happiness,gigivsantos,Going back to Manila this evening. All my trips to Cebu are so bitin.
1957509662,sadness,ialejandro,@Kristie999 same. Was going to try warm milk but I'm lactose intolerant  haha.
1957510139,sadness,Frannie_x,Mom has left... again
1957510247,surprise,Alma773,Is up and I can't go to sleep!
1957510555,sadness,nakedxa,chapter 27... probably on monday. i still need more comments.
1957511342,happiness,mattdeceptive,@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.
1957511517,sadness,jhien,"... need retail therapy, bad. AHHH.....gimme money geebus"
1957512669,sadness,kayyyluh,cant sleep  so tired! goodnight... maybe :/
1957513363,sadness,mparaz,"@dtothealex really... I'm an alumnus, and I don't know myself! and we didn't have Macs yet when I was there..."
1957514300,sadness,sirasits,"Back to LA from Las Vagas, Nice Trip , Nice Food ....but lose $100 with Slot Machine..."
1957514633,surprise,pyroezra,@bbyowls i cant afford it  go to school here ? !!
1957516437,happiness,ChasityBelt,"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!"
1957517289,sadness,janellejose,wowowee willie of fortune is just making me depressed  damn love.
1957518106,sadness,somethinglemon,Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.
1957520168,sadness,realchrissystar,"Desperately wishing I could sleep - But I am too frazzled about my Gma, and can't sleep.. :'( It's really bad tonight  xx"
1957521826,surprise,pythons,"@FannyAddams Aw you named your car, that's very sweet. I'm sorry to hear that Petey has to go, I hope you find a really posh rollerskate."
1957522267,sadness,haselhurst,No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.
1957522687,sadness,evenieves,3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch
1957523187,sadness,mamaVH,"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now."
1957523762,happiness,Becca__W,I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late
1957524669,happiness,writepudding,"@mitch_400iso Me too, she was adorable and you could tell the pressure got to her."
1957527906,sadness,madeofmilk,@madeofhoney1 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that
1957528037,surprise,jeninacastillo,Oh my gosh! My hair is so short! I miss my long hair!
1957528737,sadness,thecraftyninja,Ugh id better get up for work
1957529390,sadness,Leeceeuh,had my lip pierced for about 30 minutes.  and then it died.
1957529624,sadness,sushmeet,why not everything workout as you planned.
1957530108,sadness,Kyle4Music,aww only 15minutes left of family guy
1957532522,sadness,usmcwifenicole,I wanted to see the story on ACORN tonight on Glen Beck but I missed it
1957532810,sadness,mrb0nj,Tv arrived but can't play cos have to go to stupid work
1957533499,surprise,SarahMorrison,I almost say &quot;bless you&quot; to a sneezing cat
1957533813,happiness,dshen02,@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings...
1957533942,sadness,MrCartersNurse,going to bed...with NO sexy time UGHHH!
1957534006,sadness,Azul_Azul,Sometimes I have a pillow and sometimes I don't
1957534268,sadness,kkimmydaviss,"@kpatthethird FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?"
1957535325,sadness,KristenODay,I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.
1957535446,sadness,ArtRevel,"@harneet @RangitaNandy as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck"
1957538998,surprise,kwinexx,#3breakupwords you have changed
1957539623,sadness,vivac,#freakyfriday Slipped in the shower and fell. Lucky to escape with just a couple of concussions!
1957540034,sadness,profitbaron,Damn I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM
1957540579,sadness,Ippso,@displayspook damn i missed it too
1957540985,sadness,Dreamm,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!
1957541030,sadness,lancedatuin,is having headache and colds...
1957541294,surprise,manda_was_taken,"@beautifulpyre GRR. we are only allowed gas grills where i live, it sucks."
1957541562,sadness,jasonmumbles,This headache is killing me yet I need to cover some boring police event.
1957543470,sadness,Mamade2ninos,I'm sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!
1957543560,surprise,Tosemy,what's wrong with people? Second break-in at Wallmans tonight
1957544315,sadness,WeirdMeta,@jessiimiica I am like the most saddest person on jtv right now because you are not on
1957544939,sadness,detence,"Heathrow Connect is ï¿½7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus"
1957545299,sadness,ELJmcfly,"@brookedanielle_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x"
1957545936,surprise,MashAnnable,@Phoebo oh poor you  atleast get paid for staying back or?
1957546027,sadness,lover626,Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry
1957546032,surprise,BreeSymone,"@TerrenceJ106 Here! Got a 2JOBs &amp;a degree, but my damn car DIED so @lamborghinibow just made me feel shitty bout not havin a car!"
1957546463,sadness,VeraxDoll,I was looking forward to seeing @PapaRoach in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons
1957546602,sadness,ashMula,@chasssss they got attacked by the club
1957548511,sadness,kobraman88,@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors
1957548686,sadness,samanthaaharrel,i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida
1957549564,sadness,kreativsounds,"Google Wave presentation: http://bit.ly/2ehfov  I'm not very impressed. It's nice, but it's not really for me"
1957549892,sadness,SallyKellaway,Fixed my favourites. $180 and the heels fell off after 4 wears
1957551636,surprise,sarahxkennedy,@Scrambledmegs haha i love surprises! i don't work til sunday tho so i have to wait.
1957553456,happiness,RelientTU,This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ
1957553622,sadness,AlexaRPD,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.
1957553753,sadness,jayajha,I am not going to entertain any request for reducing shipping cost by using registered post instead of courier from now on....
1957553875,surprise,Glock,@wilw wtf pogs are back too?
1957553916,sadness,MLB_ChiVino,Going to miss my roomie @Staycy... We will no longer be roomies starting tomorrow
1957554966,sadness,missme211,dreading work tomorrow wish I had one more day off
1957557426,sadness,Yoshimikiosha,@mizzlalabaybii @KEWSBOOGIE im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS
1957557902,sadness,xdott,very tired and anxious
1957557944,happiness,PixieLouWho,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny
1957558319,sadness,michram,its my burfday and i'm all alone
1957558651,sadness,sowhat28,"@JoelMadden I applaud you for accepting gay marriage, I have rels that are born again that hate me for it."
1957558817,sadness,WanderingSwede,Headache
1957559824,sadness,Yoshimikiosha,@Alma773  want somebody to hold me Alma! tear tear
1957560911,surprise,brookedanielle_,"@ELJmcfly I don't think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed"
1957561005,sadness,brinnerz,Its beginning to get way too hard to please all of my friends at once
1957561232,surprise,micooper1,yea dude... 5'8&quot;! really!?
1957561314,sadness,MrCartersNurse,@MrDeNiro i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh
1957561596,sadness,rieriobelix,not in the mood
1957561630,sadness,trapikcaster,I'll miss the 39th floor view...
1957562001,sadness,sinnyxo,now i'm awake i can't get back to sleep
1957562184,sadness,spixxy666,Now i feel really really bad...sorry
1957562388,happiness,kellygirl27,Sleep....take two....this better work!
1957562993,sadness,ginaveee,@elmers10 miss u more
1957563287,sadness,Rosinacarley,"@HellenBach the geek, the stepson and the live in nanny love BGT, me - can't stand it!  Had to watch TV upstairs all alone!"
1957563695,sadness,lewisandrewsiii,Enjoying the nice couple dad with my brother to bad we never really see each other anymore...
1957564346,sadness,krystlefershiz,"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy!"
1957564908,sadness,soradio,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...
1957565022,sadness,addictedtotext,oh my god. my twitter feed has been taken over by geeky stuff! @bmw @brampitolo @kodinlanewave @kenkeiter so funny! I wish i understood
1957566076,sadness,philshills,nobody loves me on twitter
1957566280,sadness,HiImMimi,"@iAmNauj can't.  wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what're u doing up???!"
1957566708,surprise,natamari,@iSpyLevis nooooooooo i just got into my pyjamas!
1957566751,surprise,etafish,"@liedra Bubble tea is awesome, it's been so long since I've had some"
1957567698,sadness,jradc,@Rina_spn your boyfriend didn't even say bye!
1957568605,sadness,menendezm08,Have you ever realized you never fully have everything you want?  feelin' down.
1957570514,sadness,michaelalacey,"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??"
1957571502,sadness,RealMrMatrix,@jerseyzmorenita: Sad But True  :: I SHouldnt Right?
1957571721,sadness,steaky,supposed to be great weather today &amp; 2moro; just my luck Im stuck in work 1-10 both days!
1957571940,sadness,kittycatemeow,"i lost all my friends, i'm alone and sleepy..i wanna go home"
1957572715,sadness,crucifire,@brainstuck i didnt get the joke
1957573557,sadness,se_brandon,"Also, I'm really missing Sami... just thought I would throw that one out there..."
1957574479,surprise,Heffertron,what a lovely summery morning! Shame I have to be in work!!!!
1957574844,happiness,tinybaybee,@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee
1957576278,sadness,JOJO1124,i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing
1957578438,sadness,k0nan97,at last i wr0te again....got bored the previous dayss....
1957578856,surprise,dougiedaydream,@halina1979 what sun?
1957580450,sadness,galaxydazzle,@binncheol  I'm afraid so. All tour I have had people refusing to believe that I am anything else... Irish all the way.
1957582469,sadness,M_Snead,It's 4 am and I'm hungry
1957582513,sadness,AshFlores,Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??
1957583045,sadness,stacii1980,can't go to bed  An am sooooo tired!!!
1957583241,sadness,razzles13,man.. it's starting to rain real hard..
1957583820,surprise,shriggles,can't believe he has to wait till October to see &quot;Up!&quot; when Americans get to see it this weekend.
1957584375,surprise,cecilyhania,@sebchew YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I'll come prepared!
1957584587,sadness,Rachelfurner,Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh
1957584973,happiness,FromYesterday,@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D
1957585756,sadness,glitzyangel,got paid nowhere near as much as she thought she would
1957586187,surprise,rdavemacdonald,"Wow one year today Luc Bourdon was killed, doesn't seem that long ago"
1957586924,happiness,Lighthousestudi,"Wow what a sunny day,  just recovering some erased files"
1957587490,anger,ArunBasilLal,"@rmilana Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now  @dharshana"
1957587498,sadness,MikeTheTech,I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.
1957587933,surprise,wenli,@swpave ?????????????
1957588879,sadness,TessMorris,@pilgrimfamilyuk oh no I hate that
1957589272,sadness,MsDianeG,"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!"
1957589419,sadness,ThetaHealerMaya,@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?
1957589597,anger,noidSyStems,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ..."
1957590363,sadness,ahashake,I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it
1957591576,sadness,Tin06,I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!
1957591739,happiness,jackieeeg,is wondering where all her friends went...
1957591849,sadness,xLakeEffectKid,"@MarkK_H when you wake up, tweet me and let me know when ur on msn. I really need to talk to you  miss you"
1957591986,sadness,caldjr,@libbyoliver caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again
1957592011,sadness,Sidepocket,The Good: I drank Jager and licked a hot asian girl's foot. The Bad: I was reminded once again that I will never get asian girls ever.
1957592620,sadness,jtothe9,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too"
1957594049,surprise,rainonmyparade,i thought it was already winter. turns out winter has even started
1957595567,happiness,movewithme,@mangointhesky idk. The original is so great.
1957595785,happiness,TiaRose11,Finishing Homework.  BOOO
1957595865,sadness,sweetsofgeorgia,"Is so freaking bored on the bus. Hate being poor, ï¿½4.80 return for a 10 min train or ï¿½2 return for an HOUR long bus.ipod has no battery 2"
1957596055,sadness,lottie_89,@BK_II I have no choice  have to get on it!
1957596516,happiness,pelelatif,Football session after this.fun
1957597348,anger,cierinethegreat,lost all my files since high school.
1957599143,happiness,laurakendrick,job centre bound. oh yay.
1957599931,happiness,renekreijveld,"@hilsatlvsonline Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer"
1957601055,happiness,thefluentone,@moneymakn1 Thats actually not that fun as you would think... I was hurting for a week after a similar experience.
1957601782,sadness,emotionalpedant,"@FelipeAzucares Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed."
1957601859,sadness,xPrincess_Danax,Its a lovely day sky is clear birds are singing and i'm stuck in an office with on windows for 9 hours
1957602666,surprise,AmyLSwindler,Not ah huge fan of getting up in the middle of the night to change peed sheets and underpants.
1957602754,sadness,hannahbeth1990,"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore"
1957607977,sadness,sprinkles_,todays weigh in....  only lost 1/2 pound this week :o depressing
1957609123,happiness,BriannaTerry,@shaundiviney 04182012154 send me one PLEASE!! I TXTD IN BUT I GOT A NEW PHONE
1957609876,sadness,Tiffanyco22,@SASHAMINAJ lol   the things u gotta do sometimes man smh lol
1957610175,sadness,seetee,"@sophiatam haha yea! Just working and chillin in the eastbay. Unlike u, I don't get a summer break  boo"
1957611873,sadness,aliyaki,"@papermelody although these are a BIT tighter (smaaaaller) than my last pair, they were baggy as hell, now I get front wedgies"
1957612314,happiness,magia3e,@MarkStanto why thx! #webdu I was only at the conf on Thurs
1957612372,happiness,megspeaks,Aww I heard I just missed you two @logieo &amp; @egg104 !
1957612378,happiness,amienguyen,writing report cards  soooo tired but what an amazing day. check it out on fb soon!
1957612853,sadness,ruthie_0_o,"Damn, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!"
1957613114,sadness,ChrystallJane,@JeremyRylan I'm on mobile web and it won't let me  it looks awesome though....and no one reads my tweets anyway.
1957613766,sadness,Liloh_,"@dave_mueller yes i love it  its just a little bit complicated, because i want it on my BB , but it doesnt work"
1957616058,sadness,idonmessgavin,"i'm so sad, because my beloved boy doesn't online, i wait for him everyday.."
1957616062,sadness,AvaAddams,@DaveDeRoo hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.
1957616075,surprise,airwillson,huh? its 1 am already? shucks
1957616089,sadness,GremlinShadow,"bwarg. can't sleep, tired of drawing."
1957616935,sadness,eclectish,"Don't have time to chat (sorry girls  Miss y'all!), but we have a new lawnmower... yeah, that was today's highlight. Tomorrow is..."
1957617281,sadness,babyowls,@pyroezra i really wish i could.
1957617432,sadness,rosskie,@Nelja exactly like that ...in glasgow now ...it's a bgt busier
1957617440,sadness,uneekstylez,Can't wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.
1957617858,happiness,emma_BMTH,"laughed so much today over that picture of lauren, that my chest hurts."
1957618067,sadness,vimahimanulua,I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui
1957619821,surprise,MsHoly,Arghhh...my korean dvd can't see..I need to laugh..
1957620347,sadness,tamztam,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!
1957620839,sadness,eclectish,Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...
